date,subject,condition,sex,experimenter,trial_num,platform,distance,laser_trial,outcome
7/22/2023,WT0002LR,control,M,JHO,1,2,18,0,2
7/22/2023,WT0002LR,control,M,JHO,2,1,10,0,1
7/22/2023,WT0002LR,control,M,JHO,3,3,12,0,2
7/22/2023,WT0002LR,control,M,JHO,4,4,14,0,1
7/22/2023,WT0002LR,control,M,JHO,5,1,10,0,1
7/22/2023,WT0002LR,control,M,JHO,6,3,18,0,2
7/22/2023,WT0002LR,control,M,JHO,7,2,14,0,1
7/22/2023,WT0002LR,control,M,JHO,8,3,10,0,1
7/22/2023,WT0002LR,control,M,JHO,9,3,16,0,1
7/22/2023,WT0002LR,control,M,JHO,10,1,18,0,1
7/22/2023,WT0002LR,control,M,JHO,11,3,18,0,2
7/22/2023,WT0002LR,control,M,JHO,12,3,16,0,1
7/22/2023,WT0002LR,control,M,JHO,13,3,12,0,2
7/22/2023,WT0002LR,control,M,JHO,14,3,12,0,1
7/22/2023,WT0002LR,control,M,JHO,15,2,16,0,1
7/22/2023,WT0002LR,control,M,JHO,16,3,10,0,1
7/22/2023,WT0002LR,control,M,JHO,17,3,14,0,2
7/22/2023,WT0002LR,control,M,JHO,18,3,12,0,2
7/22/2023,WT0002LR,control,M,JHO,19,3,18,0,1
7/22/2023,WT0002LR,control,M,JHO,20,3,16,0,1
7/22/2023,WT0002LR,control,M,JHO,21,3,16,0,1
7/22/2023,WT0002LR,control,M,JHO,22,4,20,0,0
7/22/2023,WT0002LR,control,M,JHO,23,3,10,0,1
7/22/2023,WT0002LR,control,M,JHO,24,3,14,0,1
7/22/2023,WT0002LR,control,M,JHO,25,3,14,0,2
7/22/2023,WT0002LR,control,M,JHO,26,3,12,0,1
7/22/2023,WT0002LR,control,M,JHO,27,1,10,0,1
7/22/2023,WT0002LR,control,M,JHO,28,1,14,0,2
7/22/2023,WT0002LR,control,M,JHO,29,3,10,0,1
