date,subject,condition,sex,experimenter,trial_num,platform,distance,laser_trial,outcome
2023-07-20,WT0002R1,control,M,JHO,1,1,10,0,2
2023-07-20,WT0002R1,control,M,JHO,2,3,12,0,2
2023-07-20,WT0002R1,control,M,JHO,3,3,18,0,2
2023-07-20,WT0002R1,control,M,JHO,4,3,10,0,1
2023-07-20,WT0002R1,control,M,JHO,5,3,16,0,1
2023-07-20,WT0002R1,control,M,JHO,6,1,20,0,2
2023-07-20,WT0002R1,control,M,JHO,7,3,14,0,1
2023-07-20,WT0002R1,control,M,JHO,8,3,16,0,1
2023-07-20,WT0002R1,control,M,JHO,9,4,18,0,1
2023-07-20,WT0002R1,control,M,JHO,10,4,14,0,1
2023-07-20,WT0002R1,control,M,JHO,11,3,10,0,1
2023-07-20,WT0002R1,control,M,JHO,12,3,10,0,1
2023-07-20,WT0002R1,control,M,JHO,13,3,14,0,1
2023-07-20,WT0002R1,control,M,JHO,14,2,18,0,1
2023-07-20,WT0002R1,control,M,JHO,15,1,10,0,2
2023-07-20,WT0002R1,control,M,JHO,16,3,20,0,1
2023-07-20,WT0002R1,control,M,JHO,17,3,18,0,1
2023-07-20,WT0002R1,control,M,JHO,18,3,10,0,1
2023-07-20,WT0002R1,control,M,JHO,19,4,14,0,2
2023-07-20,WT0002R1,control,M,JHO,20,5,18,0,1
2023-07-20,WT0002R1,control,M,JHO,21,3,14,0,1
2023-07-20,WT0002R1,control,M,JHO,22,3,16,0,1
2023-07-20,WT0002R1,control,M,JHO,23,2,10,0,1
2023-07-20,WT0002R1,control,M,JHO,24,3,12,0,2
2023-07-20,WT0002R1,control,M,JHO,25,1,18,0,1
2023-07-20,WT0002R1,control,M,JHO,26,3,14,0,1
2023-07-20,WT0002R1,control,M,JHO,27,3,14,0,1
2023-07-20,WT0002R1,control,M,JHO,28,3,18,0,1
2023-07-20,WT0002R1,control,M,JHO,29,3,12,0,1
2023-07-20,WT0002R1,control,M,JHO,30,3,10,0,1
2023-07-20,WT0002R1,control,M,JHO,31,3,10,0,1
2023-07-20,WT0002R1,control,M,JHO,32,3,18,0,2
2023-07-20,WT0002R1,control,M,JHO,33,3,20,0,2
2023-07-20,WT0002R1,control,M,JHO,34,3,20,0,1
2023-07-20,WT0002R1,control,M,JHO,35,3,14,0,2
2023-07-20,WT0002R1,control,M,JHO,36,3,20,0,2
2023-07-20,WT0002R1,control,M,JHO,37,4,18,0,1
2023-07-20,WT0002R1,control,M,JHO,38,3,10,0,1
2023-07-20,WT0002R1,control,M,JHO,39,3,12,0,0
2023-07-20,WT0002R1,control,M,JHO,40,3,10,0,2
2023-07-20,WT0002R1,control,M,JHO,41,3,20,0,1
