date,subject,condition,sex,experimenter,trial_num,platform,distance,laser_trial,outcome
2023-07-21,WT0001L1,control,F,JHO,1,3,14,0,2
2023-07-21,WT0001L1,control,F,JHO,2,1,16,0,2
2023-07-21,WT0001L1,control,F,JHO,3,3,12,0,2
2023-07-21,WT0001L1,control,F,JHO,4,3,20,0,2
2023-07-21,WT0001L1,control,F,JHO,5,3,14,0,2
2023-07-21,WT0001L1,control,F,JHO,6,1,14,0,2
2023-07-21,WT0001L1,control,F,JHO,7,3,12,0,2
2023-07-21,WT0001L1,control,F,JHO,8,2,16,0,2
2023-07-21,WT0001L1,control,F,JHO,9,5,20,0,2
2023-07-21,WT0001L1,control,F,JHO,10,3,12,0,2
2023-07-21,WT0001L1,control,F,JHO,11,3,14,0,1
2023-07-21,WT0001L1,control,F,JHO,12,3,20,0,2
2023-07-21,WT0001L1,control,F,JHO,13,3,14,0,1
2023-07-21,WT0001L1,control,F,JHO,14,3,12,0,1
2023-07-21,WT0001L1,control,F,JHO,15,3,18,0,1
2023-07-21,WT0001L1,control,F,JHO,16,2,12,0,1
2023-07-21,WT0001L1,control,F,JHO,17,3,10,0,1
2023-07-21,WT0001L1,control,F,JHO,18,1,20,0,2
2023-07-21,WT0001L1,control,F,JHO,19,3,20,0,2
2023-07-21,WT0001L1,control,F,JHO,20,3,12,0,1
2023-07-21,WT0001L1,control,F,JHO,21,3,20,0,2
2023-07-21,WT0001L1,control,F,JHO,22,3,12,0,2
2023-07-21,WT0001L1,control,F,JHO,23,3,18,0,1
2023-07-21,WT0001L1,control,F,JHO,24,3,12,0,1
2023-07-21,WT0001L1,control,F,JHO,25,4,14,0,1
2023-07-21,WT0001L1,control,F,JHO,26,3,10,0,1
2023-07-21,WT0001L1,control,F,JHO,27,3,14,0,1
2023-07-21,WT0001L1,control,F,JHO,28,3,12,0,1
2023-07-21,WT0001L1,control,F,JHO,29,3,20,0,2
2023-07-21,WT0001L1,control,F,JHO,30,3,16,0,1
2023-07-21,WT0001L1,control,F,JHO,31,3,14,0,1
2023-07-21,WT0001L1,control,F,JHO,32,2,12,0,1
2023-07-21,WT0001L1,control,F,JHO,33,3,16,0,1
2023-07-21,WT0001L1,control,F,JHO,34,3,20,0,2
2023-07-21,WT0001L1,control,F,JHO,35,3,10,0,1
2023-07-21,WT0001L1,control,F,JHO,36,4,16,0,1
2023-07-21,WT0001L1,control,F,JHO,37,3,12,0,1
2023-07-21,WT0001L1,control,F,JHO,38,5,16,0,2
2023-07-21,WT0001L1,control,F,JHO,39,3,12,0,2
2023-07-21,WT0001L1,control,F,JHO,40,3,10,0,2
