date,subject,condition,sex,experimenter,trial_num,platform,distance,laser_trial,outcome
2023-07-22,WT0002R1,control,M,JHO,1,5,18,0,2
2023-07-22,WT0002R1,control,M,JHO,2,3,18,0,2
2023-07-22,WT0002R1,control,M,JHO,3,3,16,0,2
2023-07-22,WT0002R1,control,M,JHO,4,3,20,0,2
2023-07-22,WT0002R1,control,M,JHO,5,3,12,0,1
2023-07-22,WT0002R1,control,M,JHO,6,1,10,0,1
2023-07-22,WT0002R1,control,M,JHO,7,3,10,0,1
2023-07-22,WT0002R1,control,M,JHO,8,5,12,0,1
2023-07-22,WT0002R1,control,M,JHO,9,3,18,0,1
2023-07-22,WT0002R1,control,M,JHO,10,3,20,0,1
2023-07-22,WT0002R1,control,M,JHO,11,3,14,0,1
2023-07-22,WT0002R1,control,M,JHO,12,3,14,0,1
2023-07-22,WT0002R1,control,M,JHO,13,3,12,0,1
2023-07-22,WT0002R1,control,M,JHO,14,3,18,0,1
2023-07-22,WT0002R1,control,M,JHO,15,1,16,0,1
2023-07-22,WT0002R1,control,M,JHO,16,3,12,0,1
2023-07-22,WT0002R1,control,M,JHO,17,2,16,0,1
2023-07-22,WT0002R1,control,M,JHO,18,2,12,0,1
2023-07-22,WT0002R1,control,M,JHO,19,4,12,0,1
2023-07-22,WT0002R1,control,M,JHO,20,3,12,0,1
2023-07-22,WT0002R1,control,M,JHO,21,2,10,0,1
2023-07-22,WT0002R1,control,M,JHO,22,3,16,0,2
2023-07-22,WT0002R1,control,M,JHO,23,3,10,0,1
2023-07-22,WT0002R1,control,M,JHO,24,3,18,0,2
2023-07-22,WT0002R1,control,M,JHO,25,3,20,0,2
2023-07-22,WT0002R1,control,M,JHO,26,4,10,0,2
2023-07-22,WT0002R1,control,M,JHO,27,5,20,0,2
2023-07-22,WT0002R1,control,M,JHO,28,3,16,0,1
2023-07-22,WT0002R1,control,M,JHO,29,3,18,0,1
2023-07-22,WT0002R1,control,M,JHO,30,3,18,0,2
2023-07-22,WT0002R1,control,M,JHO,31,3,10,0,1
